submission_id,response_right,correct_response_awareness,gender,mechanism,comments,languages,responseRelig2Red,correct_response_yr,response,response_bg,response_left,response_awareness,correct_response,actual_outcome,right_marble,prolific_session_id,experiment_end_time,response_y_r,trialNr,response_b_g,trialType,effect_valence,correct_response_unlabeled,age,education,correctResponse,response_control,correct_response_unk,prolific_pid,experiment_duration,response_unlabeled,prolific_study_id,correct_response_bg,left_marble,island_type,response_unk,response_yr,correct_response_control,comprehension_1_failed,outcome_sound,responseTime,experiment_start_time
2169,NA,NA,male,conjunctive,,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,1,,comprehension-1-1,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,9647,1767165506463
2169,NA,NA,male,conjunctive,,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,2,,comprehension-1-1,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1573,1767165506463
2169,NA,NA,male,conjunctive,,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,3,,comprehension-1-1,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1138,1767165506463
2169,NA,NA,male,conjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,4,,comprehension-1-1,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2213,1767165506463
2169,NA,No,male,conjunctive,,English,,NA,NA,NA,NA,No,NA,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,1,,comprehension-2,neutral,NA,36,Graduated College,,No,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,7004,1767165506463
2169,NA,NA,male,conjunctive,,English,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954cdcd7c61b048247e3905,1767166022522,,2,,comprehension-2,neutral,Cannot say,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,29729,1767165506463
2169,5,NA,male,conjunctive,,English,,NA,NA,NA,5,NA,NA,NA,green,6954cdcd7c61b048247e3905,1767166022522,,1,,critical-speaker,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,yellow,Y-R,NA,NA,NA,NA,sound B,26496,1767165506463
2169,7,NA,male,conjunctive,,English,,NA,NA,NA,7,NA,NA,NA,red,6954cdcd7c61b048247e3905,1767166022522,,2,,critical-speaker,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,7895,1767165506463
2169,7,NA,male,conjunctive,,English,,NA,NA,NA,5,NA,NA,NA,red,6954cdcd7c61b048247e3905,1767166022522,,3,,critical-speaker,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,11793,1767165506463
2169,6,NA,male,conjunctive,,English,,NA,NA,NA,4,NA,NA,NA,green,6954cdcd7c61b048247e3905,1767166022522,,4,,critical-speaker,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound B,10936,1767165506463
2169,NA,NA,male,conjunctive,,English,,NA,NA,NA,NA,NA,NA,right,red,6954cdcd7c61b048247e3905,1767166022522,,1,,critical-listener,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,5,NA,NA,NA,sound B,34859,1767165506463
2169,NA,NA,male,conjunctive,,English,,NA,NA,NA,NA,NA,NA,left,red,6954cdcd7c61b048247e3905,1767166022522,,2,,critical-listener,neutral,NA,36,Graduated College,,NA,,60643e9b1b2e851ff9238862,516059,NA,6953fb944c10a4272405cd8e,NA,blue,NA,4,NA,NA,NA,sound A,20060,1767165506463
2170,NA,NA,male,disjunctive,NA,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954d17f5c6484238f38faef,1767167058741,,1,,comprehension-1-1,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,18824,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954d17f5c6484238f38faef,1767167058741,,2,,comprehension-1-1,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,4095,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954d17f5c6484238f38faef,1767167058741,,3,,comprehension-1-1,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2272,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954d17f5c6484238f38faef,1767167058741,,4,,comprehension-1-1,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2207,1767166340558
2170,NA,No,male,disjunctive,NA,English,,NA,NA,NA,NA,No,NA,NA,NA,6954d17f5c6484238f38faef,1767167058741,,1,,comprehension-2,unpleasant,NA,56,Higher degree,,No,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,14024,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954d17f5c6484238f38faef,1767167058741,,2,,comprehension-2,unpleasant,Cannot say,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,160181,1767166340558
2170,6,NA,male,disjunctive,NA,English,,NA,NA,NA,7,NA,NA,NA,red,6954d17f5c6484238f38faef,1767167058741,,1,,critical-speaker,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,67447,1767166340558
2170,1,NA,male,disjunctive,NA,English,,NA,NA,NA,7,NA,NA,NA,green,6954d17f5c6484238f38faef,1767167058741,,2,,critical-speaker,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,26055,1767166340558
2170,1,NA,male,disjunctive,NA,English,,NA,NA,NA,7,NA,NA,NA,green,6954d17f5c6484238f38faef,1767167058741,,3,,critical-speaker,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,29184,1767166340558
2170,7,NA,male,disjunctive,NA,English,,NA,NA,NA,6,NA,NA,NA,red,6954d17f5c6484238f38faef,1767167058741,,4,,critical-speaker,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,29735,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,NA,NA,NA,NA,NA,NA,right,green,6954d17f5c6484238f38faef,1767167058741,,1,,critical-listener,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,7,NA,NA,NA,sound B,61303,1767166340558
2170,NA,NA,male,disjunctive,NA,English,,NA,NA,NA,NA,NA,NA,left,red,6954d17f5c6484238f38faef,1767167058741,,2,,critical-listener,unpleasant,NA,56,Higher degree,,NA,,5f9556e826384e3aaa4f0f01,718183,NA,6953fb944c10a4272405cd8e,NA,blue,NA,1,NA,NA,NA,sound A,21096,1767166340558
2171,NA,NA,female,disjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,1,,comprehension-1-1,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,4095,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,2,,comprehension-1-1,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,17268,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound B,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,3,,comprehension-1-1,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,3395,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,4,,comprehension-1-1,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,131790,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,1,,comprehension-1-2,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,842,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,2,,comprehension-1-2,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,7135,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,3,,comprehension-1-2,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,5244,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,4,,comprehension-1-2,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,5320,1767165387399
2171,NA,No,female,disjunctive,,English,,NA,NA,NA,NA,No,NA,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,1,,comprehension-2,pleasant,NA,37,Higher degree,,No,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,9912,1767165387399
2171,NA,NA,female,disjunctive,,English,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Cannot say,NA,NA,NA,NA,NA,6954cdc669b3aa03ae51c3cd,1767167094647,,2,,comprehension-2,pleasant,Cannot say,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,No,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,33835,1767165387399
2171,4,NA,female,disjunctive,,English,,NA,NA,NA,4,NA,NA,NA,red,6954cdc669b3aa03ae51c3cd,1767167094647,,1,,critical-speaker,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,16240,1767165387399
2171,1,NA,female,disjunctive,,English,,NA,NA,NA,7,NA,NA,NA,green,6954cdc669b3aa03ae51c3cd,1767167094647,,2,,critical-speaker,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,18139,1767165387399
2171,4,NA,female,disjunctive,,English,,NA,NA,NA,4,NA,NA,NA,red,6954cdc669b3aa03ae51c3cd,1767167094647,,3,,critical-speaker,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,10246,1767165387399
2171,4,NA,female,disjunctive,,English,,NA,NA,NA,4,NA,NA,NA,green,6954cdc669b3aa03ae51c3cd,1767167094647,,4,,critical-speaker,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,yellow,B-G,NA,NA,NA,NA,sound B,8316,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,NA,NA,NA,NA,NA,left,red,6954cdc669b3aa03ae51c3cd,1767167094647,,1,,critical-listener,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,blue,NA,4,NA,NA,NA,sound A,35316,1767165387399
2171,NA,NA,female,disjunctive,,English,,NA,NA,NA,NA,NA,NA,right,green,6954cdc669b3aa03ae51c3cd,1767167094647,,2,,critical-listener,pleasant,NA,37,Higher degree,,NA,,5c6709ab926a5b0001eb29c1,1707248,NA,6953fb944c10a4272405cd8e,NA,blue,NA,5,NA,NA,NA,sound A,8609,1767165387399
2172,NA,NA,male,disjunctive,,english,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,1,,comprehension-1-1,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,14718,1767169489818
2172,NA,NA,male,disjunctive,,english,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,2,,comprehension-1-1,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2932,1767169489818
2172,NA,NA,male,disjunctive,,english,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,3,,comprehension-1-1,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,3017,1767169489818
2172,NA,NA,male,disjunctive,,english,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,4,,comprehension-1-1,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,2533,1767169489818
2172,NA,No,male,disjunctive,,english,,NA,NA,NA,NA,No,NA,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,1,,comprehension-2,unpleasant,NA,63,Graduated High-school,,No,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,12132,1767169489818
2172,NA,NA,male,disjunctive,,english,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954ddb86fa8348a4c436e3a,1767169939550,,2,,comprehension-2,unpleasant,Cannot say,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,No,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,51834,1767169489818
2172,4,NA,male,disjunctive,,english,,NA,NA,NA,4,NA,NA,NA,red,6954ddb86fa8348a4c436e3a,1767169939550,,1,,critical-speaker,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,53367,1767169489818
2172,1,NA,male,disjunctive,,english,,NA,NA,NA,7,NA,NA,NA,green,6954ddb86fa8348a4c436e3a,1767169939550,,2,,critical-speaker,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,10533,1767169489818
2172,4,NA,male,disjunctive,,english,,NA,NA,NA,4,NA,NA,NA,red,6954ddb86fa8348a4c436e3a,1767169939550,,3,,critical-speaker,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,10283,1767169489818
2172,1,NA,male,disjunctive,,english,,NA,NA,NA,7,NA,NA,NA,green,6954ddb86fa8348a4c436e3a,1767169939550,,4,,critical-speaker,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,6767,1767169489818
2172,NA,NA,male,disjunctive,,english,,NA,NA,NA,NA,NA,NA,right,green,6954ddb86fa8348a4c436e3a,1767169939550,,1,,critical-listener,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,2,NA,NA,NA,sound B,40800,1767169489818
2172,NA,NA,male,disjunctive,,english,,NA,NA,NA,NA,NA,NA,right,red,6954ddb86fa8348a4c436e3a,1767169939550,,2,,critical-listener,unpleasant,NA,63,Graduated High-school,,NA,,67160649a88bd704f98575e9,449732,NA,6953fb944c10a4272405cd8e,NA,blue,NA,2,NA,NA,NA,sound A,43349,1767169489818
2173,NA,NA,male,conjunctive,,English ,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,1,,comprehension-1-1,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,13378,1767170371880
2173,NA,NA,male,conjunctive,,English ,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,2,,comprehension-1-1,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,4261,1767170371880
2173,NA,NA,male,conjunctive,,English ,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,3,,comprehension-1-1,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,3039,1767170371880
2173,NA,NA,male,conjunctive,,English ,,NA,sound B,NA,NA,NA,sound B,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,4,,comprehension-1-1,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,1938,1767170371880
2173,NA,No,male,conjunctive,,English ,,NA,NA,NA,NA,No,NA,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,1,,comprehension-2,pleasant,NA,43,Higher degree,,No,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,No,NA,NA,11626,1767170371880
2173,NA,NA,male,conjunctive,,English ,,The probability of a yellow marble being released is the same as of a red marble being released.,NA,Yes,NA,NA,NA,NA,NA,6954e127b352c839bf16a0ac,1767170789159,,2,,comprehension-2,pleasant,Cannot say,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,Cannot say,6953fb944c10a4272405cd8e,Yes,NA,NA,NA,The probability of a yellow marble being released is the same as of a red marble being released.,NA,NA,NA,34706,1767170371880
2173,6,NA,male,conjunctive,,English ,,NA,NA,NA,6,NA,NA,NA,red,6954e127b352c839bf16a0ac,1767170789159,,1,,critical-speaker,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,blue,Y-R,NA,NA,NA,NA,sound A,41221,1767170371880
2173,6,NA,male,conjunctive,,English ,,NA,NA,NA,5,NA,NA,NA,red,6954e127b352c839bf16a0ac,1767170789159,,2,,critical-speaker,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,yellow,Y-R,NA,NA,NA,NA,sound B,23844,1767170371880
2173,6,NA,male,conjunctive,,English ,,NA,NA,NA,4,NA,NA,NA,green,6954e127b352c839bf16a0ac,1767170789159,,3,,critical-speaker,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound B,19839,1767170371880
2173,6,NA,male,conjunctive,,English ,,NA,NA,NA,6,NA,NA,NA,red,6954e127b352c839bf16a0ac,1767170789159,,4,,critical-speaker,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,blue,B-G,NA,NA,NA,NA,sound A,14963,1767170371880
2173,NA,NA,male,conjunctive,,English ,,NA,NA,NA,NA,NA,NA,right,green,6954e127b352c839bf16a0ac,1767170789159,,1,,critical-listener,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,yellow,NA,6,NA,NA,NA,sound B,16824,1767170371880
2173,NA,NA,male,conjunctive,,English ,,NA,NA,NA,NA,NA,NA,right,red,6954e127b352c839bf16a0ac,1767170789159,,2,,critical-listener,pleasant,NA,43,Higher degree,,NA,,676ed6c97f59dba5a786886d,417279,NA,6953fb944c10a4272405cd8e,NA,blue,NA,6,NA,NA,NA,sound A,10317,1767170371880
2174,NA,NA,male,conjunctive,,English,,NA,sound A,NA,NA,NA,sound B,NA,NA,6954e128ddd9593f71e6cd3b,1767170901063,,1,,comprehension-1-1,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,false,NA,5890,1767170353752
2174,NA,NA,male,conjunctive,,English,,NA,sound A,NA,NA,NA,sound B,NA,NA,6954e128ddd9593f71e6cd3b,1767170901063,,2,,comprehension-1-1,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,4126,1767170353752
2174,NA,NA,male,conjunctive,,English,,NA,sound A,NA,NA,NA,sound B,NA,NA,6954e128ddd9593f71e6cd3b,1767170901063,,3,,comprehension-1-1,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,800,1767170353752
2174,NA,NA,male,conjunctive,,English,,NA,sound A,NA,NA,NA,sound A,NA,NA,6954e128ddd9593f71e6cd3b,1767170901063,,4,,comprehension-1-1,unpleasant,NA,45,Graduated College,,NA,,63174af7d57182f9bf90c094,547311,NA,6953fb944c10a4272405cd8e,NA,NA,NA,NA,NA,NA,true,NA,30110,1767170353752
